Correct label,Predicted label,Adversarial label,L2 metric,Num queries,Time (s)
4,4,4,0.00833432469517,5000,671.232699155808
49,49,4,0.00913860546129,25,2.55170845985413
50,51,50,0.010000001639128,14,2.01416540145874
52,52,52,0.00994160417153,5000,664.895232200623
68,996,68,0.009999996982515,49,6.61523056030273
154,154,154,0.00907314178802,5000,688.825033187866
170,169,170,0.00966332472488,52,4.46338295936585
233,233,235,0.009999999776,26,6.229523182
250,250,250,0.009474180528,5000,666.374954938889
264,264,253,0.009971801191568,58,7.8490002155304
265,265,265,0.008835856922,5000,672.814471244812
299,299,104,0.009669761173,98,21.8859508
312,314,312,0.009982655756176,24,3.42140245437622
327,327,327,0.009198741603,5000,686.609443426132
343,343,343,0.009872665445,5000,687.620202064514
352,352,352,0.009581876803,5000,674.195110321045
357,357,370,0.00995008368,301,65.59719229
372,372,372,0.009420140673,5000,667.837804794312
484,484,484,0.00829770416,5000,492.5485289
527,527,782,0.009792511351,81,8.300932884
531,531,531,0.008586665615,5000,489.6951389
549,549,549,0.009300628677011,5000,678.456874608994
600,600,600,0.009253458119929,5000,670.841868400574
616,616,616,0.008987964131,5000,1138.999878
623,623,623,0.007002999540418,5000,670.525575399399
631,631,631,0.009352304933,5000,674.429614782333
638,638,635,0.009642787278,12,1.367308855
664,664,851,0.009960228577,11,2.79441309
681,681,689,0.009815259837,18,4.369664192
775,777,775,0.01000000257,23,5.527679443
782,782,782,0.009561079579,5000,677.186585664749
788,788,788,0.008275288157,5000,1121.143862
793,747,793,0.00999999511987,28,3.89763689041138
809,925,809,0.009989695624,27,2.876226187
828,618,828,0.009974180721,23,2.408550978
831,831,831,0.00772602763,5000,493.2240915
833,833,644,0.009061836782,107,14.6600506305695
892,892,789,0.00999124255,76,7.563799858
899,899,899,0.008375387638807,5000,685.935309410095
928,928,968,0.009650444612,288,28.36071038
950,950,950,0.008108261972666,5000,671.757174253464
961,928,961,0.01000000071,44,9.910996199
999,999,999,0.009645817801,5000,688.7931123
