Correct label,Predicted label,Adversarial label,L2 metric,Num queries,Time (s)
0,0,389,0.069968163967133,298,5.13728737831116
1,1,0,0.069976702332497,735,11.8398938179016
2,2,329,0.068564273416996,10,0.229051828384399
3,3,3,0.06997113675,5000,78.47761273
4,4,107,0.060838762670755,10,0.241117477416992
5,5,684,0.069959297776222,86,1.53733587265015
6,6,5,0.069523952901363,22,0.484842777252197
7,7,552,0.067812398076058,11,0.258845806121826
8,8,390,0.069966316223145,192,3.29360198974609
9,9,32,0.06996314227581,317,5.21598744392395
10,10,12,0.068747602403164,18,0.382561445236206
11,11,11,0.069952286779881,5000,80.6319127082825
12,12,10,0.069783367216587,357,5.85215377807617
13,13,10,0.069975920021534,135,2.32102370262146
14,14,971,0.069781795144081,84,1.4882116317749
15,15,94,0.069913357496262,44,0.826650619506836
16,16,92,0.069997638463974,297,5.01887106895447
17,17,16,0.069628767669201,41,0.787137985229492
18,18,95,0.069991424679756,235,3.87726283073425
19,19,95,0.065931782126427,10,0.268883466720581
20,20,94,0.069921240210533,49,0.948164701461792
21,21,1,0.069007098674774,29,0.563150644302368
22,22,21,0.069980472326279,231,3.91163563728333
23,23,187,0.069159254431725,140,2.39595127105713
24,24,94,0.069468945264816,17,0.386478185653686
25,25,25,0.069868825376034,5000,81.9407753944397
26,26,32,0.069936700165272,18,0.44647479057312
27,27,456,0.069619975984097,93,1.66578483581543
28,28,300,0.069940753281117,316,5.38664484024048
29,29,126,0.069950968027115,683,11.1458537578583
30,30,32,0.069999992847443,141,2.49553442001343
31,31,47,0.069271788001061,11,0.275660753250122
32,32,38,0.06973103434,315,5.233317375
33,33,719,0.069907769560814,146,2.48268842697144
34,34,36,0.069977313280106,224,3.76413011550903
36,36,35,0.06999409198761,287,4.85690021514893
37,37,35,0.069987200200558,1235,20.1726179122925
38,38,26,0.06991620361805,64,1.11617541313171
39,39,42,0.069986023008823,896,14.8011639118195
40,40,5,0.069962427020073,66,1.19878172874451
41,41,645,0.069978296756744,870,14.5255298614502
42,42,84,0.069999001920223,88,1.57900238037109
43,43,308,0.069998532533646,615,10.3546888828278
44,44,41,0.069893635809422,365,6.14304828643799
45,45,54,0.06999909132719,91,1.65139031410217
46,46,41,0.066674217581749,10,0.272534847259521
47,47,47,0.06998798251,5000,79.83056235
48,48,128,0.067673891782761,10,0.264847278594971
49,49,646,0.069004587829113,12,0.318308115005493
50,50,224,0.069854453206062,38,0.823154449462891
51,51,268,0.069811463356018,73,1.35271167755127
52,52,26,0.069429479539394,17,0.517328262329102
53,53,52,0.068601988255978,142,2.42527675628662
54,54,68,0.069999732077122,149,2.56288385391235
55,55,55,0.069825403392315,5000,81.5414307117462
56,56,44,0.069318637251854,16,0.363068103790283
57,57,59,0.069998621940613,381,6.45121717453003
58,58,712,0.067682303488255,10,0.276754856109619
59,59,59,0.06946961581707,5000,80.8726887702942
60,60,62,0.069851189851761,116,2.07210373878479
61,61,62,0.069995068013668,829,14.1661283969879
62,62,32,0.069877088069916,88,1.56239771842957
63,63,390,0.069965124130249,479,8.01006126403809
64,64,60,0.069957666099072,190,3.21727347373962
65,65,65,0.069967217743397,5000,81.8729779720306
66,66,115,0.069564916193485,18,0.409424543380737
67,67,68,0.06999996304512,63,1.20242357254028
68,68,996,0.067463219165802,37,0.749973773956299
69,69,613,0.067638121545315,10,0.26428484916687
70,70,318,0.069896370172501,405,6.8183491230011
71,71,300,0.07000008225441,143,2.55550527572632
72,72,73,0.069519370794296,92,1.68524503707886
74,74,73,0.054560668766499,11,0.292843818664551
75,75,300,0.069991663098335,189,3.36178922653198
76,76,73,0.069818921387196,267,4.64685702323914
77,77,73,0.0695611089468,21,0.521158695220947
78,78,73,0.069786921143532,385,6.57123160362244
79,79,111,0.069887317717075,294,4.99788784980774
80,80,136,0.069960661232472,218,3.76667284965515
81,81,86,0.069988548755646,143,2.51519417762756
82,82,996,0.06982946395874,457,8.18230080604553
83,83,80,0.069965213537216,274,4.94237232208252
84,84,84,0.069940008223057,5000,86.2026042938232
85,85,80,0.067322172224522,10,0.318300485610962
86,86,82,0.069779887795448,488,8.41624021530151
87,87,88,0.069977574050427,969,16.6502606868744
88,88,90,0.069924727082253,609,10.7146837711334
89,89,728,0.06998285651207,333,5.91913509368897
90,90,95,0.069939985871315,607,10.7114169597626
91,91,90,0.069882579147816,108,2.08951091766357
92,92,95,0.069989003241062,528,9.41921210289001
93,93,384,0.069982416927815,466,8.25827622413635
95,95,94,0.06999859213829,892,15.1979970932007
96,96,392,0.069999933242798,1172,20.3088774681091
97,97,97,0.069871015846729,5000,84.8123931884766
98,98,97,0.069962806999683,813,13.9922840595245
99,99,97,0.069999903440476,139,2.60118722915649
100,100,128,0.0696458891,206,3.395812035
101,101,385,0.069857127964497,260,4.83008909225464
102,102,334,0.069999910891056,415,7.38193225860596
103,103,390,0.066676862537861,10,0.317175388336182
104,104,110,0.06916569173336,34,0.791543483734131
105,105,384,0.069999970495701,896,15.6417758464813
106,106,106,0.069749377667904,5000,86.0727159976959
107,107,107,0.069957844913006,5000,84.1252591609955
108,108,109,0.069996945559979,858,14.806361913681
109,109,5,0.069971434772015,137,2.52359127998352
110,110,110,0.069934017956257,5000,86.4165167808533
111,111,712,0.069549679756165,148,2.67234539985657
112,112,5,0.069999344646931,181,3.22378373146057
114,114,26,0.069921180605888,123,2.35947823524475
115,115,110,0.070000112056732,666,11.7823622226715
116,116,116,0.06999832392,5000,80.11035013
118,118,121,0.069846279919148,574,10.4608914852142
119,119,119,0.06978845596,5000,80.65757251
120,120,994,0.06999988109,772,12.59699726
121,121,119,0.06986727565527,1180,20.6263642311096
122,122,122,0.069949641823769,5000,85.1604115962982
123,123,123,0.069983050227165,5000,86.1600105762482
124,124,122,0.069977067410946,879,15.2633717060089
125,125,363,0.06750462949276,134,2.46378397941589
126,126,122,0.069985017180443,136,2.65547156333923
127,127,128,0.069695398211479,73,1.4247899055481
128,128,136,0.069239050149918,2253,38.442863702774
129,129,309,0.06992668658495,349,6.14577579498291
130,130,108,0.064725488424301,10,0.334956407546997
131,131,17,0.069992154836655,61,1.31092309951782
132,132,5,0.069988988339901,231,4.03209209442139
134,134,131,0.069927550852299,716,12.328770160675
135,135,128,0.068846926093102,1114,19.3790168762207
136,136,744,0.069385012765033,755,13.232230424881
137,137,136,0.069478012621403,50,1.05127263069153
138,138,80,0.070000059902668,103,1.97885060310364
139,139,94,0.069997951388359,149,2.77981185913086
140,140,141,0.070000007748604,83,1.5688259601593
141,141,136,0.06999959051609,127,2.38798332214355
142,142,141,0.069798275828362,191,3.67572474479675
143,143,128,0.06998670846,624,10.18898177
144,144,128,0.069997638463974,175,3.18268871307373
145,145,978,0.06999303401,211,3.577014685
146,146,129,0.069887422025204,216,3.92161083221436
147,147,390,0.069999992847443,258,4.6413426399231
148,148,150,0.069991320371628,782,13.6495299339294
149,149,178,0.069987967610359,236,4.26768445968628
150,150,268,0.069994404911995,117,2.36463165283203
151,151,245,0.069999411702156,234,4.22276711463928
152,152,157,0.06989374011755,1905,32.3167095184326
153,153,155,0.069910190999508,150,2.75801753997803
154,154,332,0.069945856928825,50,1.05038475990295
155,155,154,0.069841295480728,292,5.2946093082428
156,156,156,0.06999389082,5000,80.47560191
157,157,152,0.069762863218784,284,5.08230328559876
158,158,188,0.06999764591,190,3.11017251
159,159,168,0.069904059171677,50,1.05031633377075
160,160,226,0.069282487034798,375,6.61983752250671
162,162,166,0.070000156760216,264,4.69045495986939
163,163,168,0.069984711706638,431,7.62651586532593
164,164,210,0.06997552514,342,5.639106035
165,165,163,0.069984093308449,117,2.21616053581238
166,166,167,0.070000030100346,97,1.89958024024963
167,167,166,0.069986738264561,217,3.90415239334106
168,168,163,0.069993153214455,105,1.93524765968323
169,169,215,0.069978810846806,382,6.74735999107361
170,170,169,0.069751761853695,18,0.494923114776611
171,171,172,0.06999434530735,1939,32.8868732452393
172,172,171,0.070000045001507,187,3.47244071960449
173,173,188,0.0699999854,841,13.86908102
174,174,225,0.069961085915566,262,4.86911725997925
175,175,175,0.06992254406,5000,82.45543289
176,176,169,0.069925054907799,3781,64.5920379161835
177,177,170,0.0686030164361,13,0.426252365112305
178,178,210,0.069995909929276,2561,43.5936748981476
179,179,254,0.069753356277943,48,1.00807094573975
180,180,178,0.069739811122418,38,0.87365460395813
181,181,228,0.069999925792217,638,11.5215940475464
182,182,186,0.06998110562563,301,5.32728290557861
183,183,206,0.069978103041649,140,2.57663416862488
184,184,188,0.069964751601219,199,3.69038772583008
185,185,193,0.069903001189232,121,2.31984281539917
186,186,193,0.069973796606064,327,5.82140946388245
187,187,193,0.06999850273,488,7.985744715
188,188,196,0.069995619356632,272,4.95184898376465
189,189,188,0.069982051849365,76,1.52522468566895
190,190,181,0.066564083099365,199,3.71280550956726
191,191,184,0.069964937865734,796,13.6479501724243
192,192,252,0.06999995559454,131,2.5079448223114
193,193,201,0.06998899579,689,11.45886064
194,194,201,0.06985785067,606,9.914043427
195,195,245,0.069933846592903,513,8.92883825302124
196,196,187,0.069274760782719,29,0.693052530288696
197,197,206,0.067165575921536,10,0.366575002670288
198,198,196,0.069938607513905,695,12.7424035072327
199,199,201,0.070000022649765,634,11.1226000785828
200,200,194,0.069998413324356,45,1.01483726501465
201,201,187,0.06982696801,759,12.38061905
202,202,188,0.069938078522682,193,3.6659951210022
203,203,153,0.06999359279871,169,3.19200015068054
204,204,200,0.069929555058479,78,1.58499884605408
205,205,208,0.069997720420361,200,3.75360584259033
206,206,205,0.069943673908711,68,1.41223978996277
207,207,194,0.069874525070191,100,1.9510772228241
208,208,209,0.069995492696762,195,3.56956624984741
209,209,211,0.066762238740921,10,0.31198787689209
210,210,671,0.06895212829113,14,0.47488284111023
211,211,173,0.069996401667595,264,4.80335283279419
212,212,275,0.069587603211403,156,2.9891722202301
213,213,211,0.069988064467907,99,1.93607115745544
214,214,234,0.069911003112793,3801,65.3854403495789
215,215,212,0.069565929472447,765,13.3638753890991
216,216,216,0.069962240755558,5000,88.0307891368866
217,217,152,0.069991409778595,34,0.840201616287231
218,218,220,0.06996770948,2872,46.68049335
219,219,220,0.069975391030312,154,2.90836405754089
220,220,193,0.069931983947754,111,2.2552752494812
221,221,220,0.069944344460964,90,2.02153420448303
222,222,257,0.06989635527134,494,8.91451120376587
223,223,261,0.069585040211678,90,1.8617947101593
224,224,223,0.069999575614929,456,8.27734065055847
225,225,235,0.069993890821934,990,17.2874810695648
226,226,233,0.06995373219,2262,36.94254851
227,227,237,0.069918721914291,168,3.21101117134094
228,228,840,0.069940887391567,213,3.98377585411072
229,229,188,0.069998055696488,157,2.98805999755859
230,230,231,0.069788925349712,401,7.25981116294861
231,231,230,0.06971015781,371,5.983518124
232,232,177,0.069998763501644,87,1.72647094726563
233,233,252,0.069924965500832,423,7.77030420303345
234,234,244,0.069994017481804,467,8.42653560638428
235,235,193,0.067856080830097,265,4.98783183097839
236,236,237,0.069988317787647,195,3.66199040412903
237,237,227,0.069999977946282,337,6.2722373008728
238,238,240,0.069996774196625,2095,36.598073720932
239,239,247,0.069661654531956,17,0.5394606590271
240,240,238,0.069784455001354,17,0.525184631347656
241,241,164,0.06999030709,396,6.488182783
242,242,243,0.069996200501919,478,8.79010939598084
243,243,255,0.069891512393952,189,3.66922235488892
244,244,260,0.06989144534,587,9.662949562
245,245,254,0.069967426359654,472,8.71338629722595
246,246,169,0.069212332367897,364,6.72540903091431
247,247,156,0.069996945559979,414,7.51641011238098
248,248,250,0.069991163909435,158,2.98108553886414
249,249,250,0.069963313639164,253,4.71238732337952
250,250,249,0.069134600460529,13,0.443935394287109
251,251,794,0.066336408257485,10,0.374892234802246
253,253,180,0.069998651742935,374,6.98035287857056
254,254,284,0.069985345005989,1502,26.710889339447
255,255,225,0.069998688995838,1462,26.1033496856689
256,256,244,0.06975194811821,1855,32.7016758918762
257,257,216,0.069998912513256,316,5.84042501449585
258,258,265,0.068296879529953,10,0.385112524032593
259,259,151,0.06999775767,588,9.546468258
260,260,244,0.069947741925716,413,7.64495325088501
261,261,261,0.06992167234,5000,81.60723734
262,262,254,0.069408044219017,2312,40.0693414211273
263,263,157,0.067808546125889,10,0.389959812164307
264,264,151,0.069980338215828,384,7.20221257209778
265,265,266,0.068043611943722,10,0.331996917724609
266,266,265,0.06981211155653,299,5.7887704372406
267,267,266,0.069991245865822,132,2.6435649394989
268,268,171,0.068208977580071,750,13.6090142726898
269,269,271,0.06997162103653,266,4.95178604125977
270,270,258,0.069976069033146,47,1.27010035514832
271,271,277,0.06999995559454,306,5.75637316703796
272,272,280,0.069999977946282,78,1.66651058197021
273,273,173,0.069661445915699,168,3.22757935523987
274,274,271,0.069997660815716,355,6.64060473442078
275,275,225,0.069913223385811,182,3.56825494766235
276,276,274,0.069911696016789,35,0.889803171157837
277,277,278,0.069952391088009,256,4.84558010101318
278,278,277,0.070000119507313,113,2.38705492019653
279,279,230,0.069815032184124,27,0.724412202835083
280,280,271,0.069965451955795,255,4.82865142822266
281,281,285,0.066413685679436,59,1.35499954223633
282,282,281,0.067533373832703,10,0.408486127853394
283,283,259,0.069966644048691,68,1.50223636627197
284,284,254,0.069990016520023,200,3.85354208946228
285,285,364,0.069813258945942,38,0.927488565444946
286,286,349,0.069959186017513,114,2.32546973228455
287,287,406,0.069999814033508,272,5.07316851615906
288,288,290,0.06997549534,246,4.143220186
289,289,287,0.069847568869591,17,0.590330839157105
290,290,288,0.06987377256,870,14.36591983
291,291,193,0.0699757412076,86,1.82116770744324
292,292,361,0.069235369563103,29,0.781982421875
293,293,293,0.06995145231,5000,80.27539873
294,294,294,0.05549841374,5000,80.3627739
295,295,208,0.069946959614754,110,2.27343273162842
296,296,160,0.069825522601605,44,1.12743830680847
297,297,361,0.069989494979382,165,3.30510568618774
298,298,356,0.069964461028576,90,1.924391746521
299,299,192,0.0688885897398,13,0.450572013854981
301,301,304,0.069958329200745,484,9.22100758552551
302,302,300,0.069992072880268,135,2.71149396896362
303,303,300,0.06999963522,723,11.81761956
304,304,308,0.069776400923729,674,12.2422313690186
