Correct label,Predicted label,Adversarial label,L2 metric,Num queries,Time (s)
4,4,5,0.029785530641675,15,3.82529926300049
26,26,26,0.025763714686036,5000,1108.01615571976
42,42,42,0.0296014715,5000,500.6382368
48,48,48,0.02950312197,5000,510.2680802
49,49,646,0.02998872288,247,32.48432851
50,50,394,0.027374183759093,505,111.983894348145
52,52,26,0.02977658249,438,42.42424655
58,58,58,0.02858705632,5000,485.1990721
68,996,289,0.0299444031,110,11.15041685
69,69,69,0.029256900772452,5000,1120.74218320847
85,85,85,0.027254492044449,5000,1122.12709832191
111,111,111,0.02774893492,5000,481.8181555
153,153,153,0.02843473665,5000,651.1362774
154,154,283,0.028136745095253,111,25.2094469070435
158,158,158,0.029726637527347,5000,1125.47908592224
159,159,159,0.027304362505674,5000,1117.46478581429
165,165,165,0.02766652777791,5000,1112.89972352982
170,176,169,0.029710963368416,769,171.116355657578
203,203,203,0.027433706447482,5000,1114.56473374367
233,233,106,0.029855964705348,1292,128.565934658051
240,240,240,0.02713770419,5000,652.6420705
250,250,249,0.02986701764,341,45.0273087
264,264,253,0.029988346621394,208,20.5221695899963
265,265,850,0.029835933819413,2725,275.467769145966
276,276,276,0.02984170243,5000,487.9645865
280,280,280,0.02747278102,5000,494.077574
299,299,332,0.029639255255461,178,18.196008682251
312,312,876,0.02995403111,298,38.8460536
327,327,327,0.02946958318,5000,490.5575712
343,343,149,0.02962455899,526,49.26322961
345,345,345,0.029470564797521,5000,504.681514024735
352,352,972,0.02973020636,425,40.00553536
357,357,373,0.0299625136,29,2.924599886
358,358,358,0.029932459816337,5000,502.355969429016
372,372,181,0.029698448255658,99,10.130467414856
386,386,386,0.029202112928033,5000,508.584878921509
400,400,400,0.028279710561037,5000,506.837755203247
413,413,413,0.026335444301367,5000,511.654597759247
419,419,419,0.02909048460424,5000,508.616015672684
431,431,431,0.029537489637733,5000,511.853703022003
478,478,478,0.029710805043578,5000,511.503108024597
482,482,482,0.02953030355,5000,482.3523414
484,484,976,0.02924440987,1289,168.7056463
512,512,512,0.029931904748082,5000,511.439544200897
527,527,782,0.029708763584495,173,17.8045139312744
531,531,759,0.029977254569531,47,4.85755252838135
549,549,792,0.029990507289767,345,35.5728991031647
567,567,567,0.029262989759445,5000,512.753300428391
591,591,591,0.02873171121,5000,667.1877525
600,600,417,0.029695322737098,93,9.95051217079163
616,616,728,0.029989330098033,65,6.81558203697205
623,623,693,0.029962232336402,568,58.4490737915039
631,631,644,0.029857354561039,156,16.1149325370789
633,633,633,0.029867853969336,5000,524.12514090538
638,638,639,0.028596932068467,785,79.5881171226502
664,851,664,0.02870857716,1482,142.9291911
667,667,667,0.02964967489,5000,664.4944458
679,679,679,0.0299575291574,5000,523.615930557251
681,681,745,0.02999836579,277,26.81587601
691,691,691,0.029838729649782,5000,521.454447984695
701,701,701,0.029874853789806,5000,517.65598988533
708,708,708,0.029857866466045,5000,525.951598644257
719,719,719,0.029854949563742,5000,524.383945703506
774,774,774,0.026286838576198,5000,534.016439676285
775,775,356,0.02995897643,44,4.48180747
782,782,771,0.029109060764313,162,17.2422242164612
788,788,652,0.029218882322311,1558,166.985051870346
793,747,876,0.02470169216,716,66.76456308
798,492,798,0.026822684332728,5000,528.849372148514
809,809,925,0.028888512402773,5000,520.891879558563
828,828,618,0.029117425903678,10,1.28412818908691
831,831,620,0.029649443924427,1276,134.380889892578
833,833,660,0.02999645285,103,10.7477603
841,841,841,0.029981452971697,5000,539.338122844696
861,861,861,0.029617173597217,5000,534.940848112106
885,885,885,0.027570597827435,5000,535.556277036667
889,889,889,0.029646808281541,5000,535.862005710602
892,892,799,0.02985497937,1133,145.950757
893,893,893,0.029223065823317,5000,536.742256641388
899,899,463,0.02900593728,1534,197.8778281
903,903,903,0.027329219505191,5000,539.402424812317
928,928,968,0.02994970046,142,18.07585526
939,939,939,0.02813034691,5000,672.3723891
945,945,945,0.02980012633,5000,500.2292962
947,947,947,0.02952637337,5000,491.9583693
950,950,809,0.02945889905,2334,232.2094259
961,961,591,0.02999315411,87,8.776113987
976,976,976,0.02865503728,5000,501.5256667
999,999,471,0.02872663923,2987,298.5796402
