Correct label,Predicted label,Adversarial label,L2 metric,Num queries,Time (s)
0,0,646,0.209705680608749,5000,1153.4100356102
1,1,562,0.14500330388546,5000,1158.19260334969
2,2,6,0.211975693702698,5000,1154.83206653595
3,3,6,0.293092459440231,5000,1169.67797112465
4,5,5,0.05764789506793,5000,1155.03427433968
5,5,539,0.199412181973457,5000,1154.59117460251
6,6,149,0.320106506347656,5000,1168.89977550507
7,7,328,0.099545918405056,5000,1146.91930985451
8,8,372,0.14742112159729,5000,1155.50093913078
9,9,348,0.195938229560852,5000,1857.27424287796
10,10,15,0.054565269500017,5000,1956.76908755302
11,11,955,0.380301862955093,5000,2961.07336497307
12,12,21,0.299634695053101,5000,1160.4203710556
13,13,6,0.199681058526039,5000,1163.66983175278
14,14,562,0.187284037470818,5000,1155.38024091721
15,15,85,0.058043383061886,5000,1157.85497975349
16,16,98,0.151974126696587,5000,1183.97511982918
17,17,19,0.162502437829971,5000,1185.43097949028
18,18,145,0.340634703636169,5000,1202.97756934166
19,19,20,0.2762091755867,5000,1203.05451202393
20,20,649,0.229946628212929,5000,1202.85761213303
21,21,24,0.148232609033585,5000,1218.07202792168
22,22,370,0.237731635570526,5000,1223.96187520027
23,23,354,0.256643384695053,5000,1227.20061373711
24,24,649,0.166178494691849,5000,1218.52728199959
25,25,608,0.500544846057892,5000,1218.16529464722
26,26,391,0.02256122417748,5000,1214.23637270927
27,27,594,0.262491255998611,5000,1217.76869463921
28,28,37,0.237630888819694,5000,1197.52044701576
29,29,552,0.248369440436363,5000,1212.59933900833
30,30,32,0.285441190004349,5000,1199.91597032547
31,31,40,0.136885896325111,5000,1193.40830969811
32,32,995,0.322954058647156,5000,1213.03347063065
33,33,184,0.170466005802155,5000,1200.41881775856
34,34,2,0.181087225675583,5000,1187.08186745644
35,35,116,0.545915365219116,5000,1200.79970121384
36,36,611,0.226490065455437,5000,1226.16873216629
37,37,611,0.394249767065048,5000,1211.93704533577
38,38,6,0.132451713085175,5000,1199.4622232914
39,39,47,0.413123279809952,5000,1217.34038567543
40,40,47,0.303406774997711,5000,1247.54240059853
41,41,741,0.296091616153717,5000,1199.14102458954
42,42,539,0.224954932928085,5000,1171.32911777496
43,43,539,0.281408578157425,5000,1210.62589144707
44,44,34,0.270380735397339,5000,1220.4661757946
45,45,336,0.297263413667679,5000,1206.29950904846
46,46,41,0.012157203629613,5000,1189.66203689575
47,47,646,0.356606632471085,5000,1192.91066336632
48,48,297,0.109234429895878,5000,1188.30425047874
49,974,49,0.00196583615616,288,69.4105541706085
50,50,50,5.14421536479404E-08,129,176.001300096512
51,766,960,0.037731800228357,5000,6971.59110045433
52,52,26,0.025008220225573,5000,6960.50274944305
53,53,816,0.170853555202484,5000,2543.43097710609
54,54,66,0.124076396226883,5000,1301.88535761833
55,55,939,0.26435387134552,5000,1294.71091008186
56,56,557,0.220658868551254,5000,1392.90915513039
57,57,616,0.247294083237648,5000,1589.77989578247
58,58,50,0.064300455152989,5000,1728.76634716988
59,59,55,1.39589440822601,5000,2164.9748673439
60,62,62,0.006312661338598,942,332.884100675583
61,61,39,0.42051163315773,5000,2711.79282617569
62,62,61,0.03755346685648,5000,2157.7759437561
63,63,735,0.185188785195351,5000,2001.50761604309
64,64,684,0.040597632527351,5000,2762.92967677116
65,65,735,0.422478049993515,5000,1963.66845536232
66,66,6,0.120122849941254,5000,1458.36575341225
67,67,61,0.075789548456669,5000,1387.58263731003
68,996,289,0.006634980905801,479,103.129349946976
69,69,649,0.109209895133972,5000,1119.82796645164
70,70,84,0.367044985294342,5000,1252.36420226097
71,71,69,0.295318275690079,5000,1563.27994799614
72,72,74,0.536702811717987,5000,1272.69440627098
73,73,76,0.498939990997314,5000,1958.39227199554
74,74,73,0.299764424562454,5000,1244.70684552193
75,75,77,0.142873138189316,5000,1374.29078841209
76,76,963,0.271649301052093,5000,1553.14578318596
77,77,310,0.271787971258163,5000,1250.23456954956
78,78,539,0.147302478551865,5000,1769.26135802269
79,79,124,0.12735790014267,5000,1425.75673389435
80,80,8,0.20456936955452,5000,1271.10588502884
81,81,34,0.19558484852314,5000,1602.34606218338
82,82,337,0.117999128997326,5000,1282.34784913063
83,83,34,0.1441650390625,5000,1716.39136433601
84,84,489,0.507553517818451,5000,1413.31983089447
85,85,979,0.048412136733532,5000,1241.76205348969
86,86,138,0.281251609325409,5000,1684.79901885986
87,87,539,0.280892699956894,5000,1254.12010598183
88,88,611,0.293150573968887,5000,1370.09028315544
