Correct label,Predicted label,Adversarial label,L2 metric,Num queries,Time (s)
0,0,0,0.029996559023857,5000,111.907411813736
1,1,1,0.029932659119368,5000,112.123757362366
2,2,2,0.029939344152808,5000,112.094970703125
3,3,3,0.03000002540648,5000,111.473618030548
4,4,5,0.029938481748104,59,1.43187856674194
5,5,5,0.029985066503286,5000,111.890147209167
6,6,6,0.029999993741512,5000,112.231461286545
7,7,552,0.028297059237957,10,0.317612171173096
8,8,8,0.029858639463782,5000,111.605850219727
10,10,12,0.029977234080434,103,2.41649746894836
12,12,92,0.029995931312442,1047,23.5753214359283
13,13,14,0.029996819794178,170,3.95291376113892
14,14,88,0.029999993741512,272,6.25129127502441
15,15,85,0.029966589063406,193,4.48230600357056
16,16,16,0.029859744012356,5000,111.575920581818
17,17,16,0.029998403042555,88,2.08251261711121
18,18,18,0.029948778450489,5000,111.33945441246
19,19,16,0.029999973252416,92,2.18658328056335
20,20,94,0.029995610937476,291,6.70277285575867
21,21,94,0.029931182041764,132,3.11529040336609
22,22,8,0.029764475300908,2808,62.5525679588318
23,23,84,0.029994551092386,391,8.9084165096283
24,24,94,0.029979830607772,21,0.59627103805542
26,26,32,0.029998647049069,121,2.87390422821045
27,27,27,0.029992934316397,5000,111.983248233795
29,29,29,0.029976788908243,5000,111.658957242966
30,30,30,0.029975743964315,5000,110.894940376282
31,31,31,0.029999984428287,5000,110.845776796341
32,32,32,0.029848266392946,5000,110.647415876389
33,33,33,0.029816390946508,5000,110.682136058807
34,34,34,0.02998897433281,5000,110.560602903366
36,36,35,0.029970820993185,224,5.11202597618103
38,38,38,0.030000073835254,5000,110.715757846832
40,40,40,0.029665449634194,5000,111.281226396561
41,41,41,0.029989799484611,5000,111.470007658005
42,42,42,0.02953969873488,5000,111.447938680649
43,43,43,0.029921909794211,5000,111.474935293198
44,44,44,0.029985938221216,5000,111.095703601837
45,45,25,0.02959749661386,1741,38.8417255878448
46,46,46,0.029882431030274,5000,111.172457933426
48,48,39,0.029999226331711,275,6.26550960540772
49,49,48,0.029954025521875,221,5.11215877532959
51,51,51,0.029874965548515,5000,110.878346920013
52,52,26,0.029991550371051,110,2.58992910385132
53,53,52,0.029778910800815,509,11.3931999206543
54,54,60,0.029780955985189,2898,64.1154832839966
56,56,321,0.029965633526445,143,3.36979150772095
57,57,57,0.029969399794936,5000,111.933777809143
58,58,100,0.029999976977706,106,2.53231477737427
60,60,60,0.029993133619428,5000,111.753392457962
62,62,32,0.029662866145372,491,11.2256989479065
63,63,63,0.029706567525864,5000,111.935503005981
64,64,55,0.029778802767396,463,10.5304403305054
66,66,115,0.029958041384816,124,2.9761118888855
67,67,67,0.029628923162818,5000,112.18791103363
68,68,289,0.029980204999447,15,0.469416856765747
69,69,316,0.029990129172802,423,9.71055126190186
70,70,70,0.029838975518942,5000,112.750329732895
71,71,71,0.029857536777854,5000,112.445492267609
72,72,72,0.029950270429254,5000,112.207663059235
74,74,74,0.029861016198993,5000,112.534467458725
75,75,77,0.029986971989274,511,11.7235152721405
77,77,73,0.029994409531355,289,6.69737839698792
78,78,78,0.029953055083752,5000,112.347723722458
79,79,124,0.029982283711434,350,8.05011773109436
80,80,136,0.030000003054738,1229,27.7899284362793
81,81,139,0.029989713802934,402,9.23883199691772
82,82,8,0.029952943325043,688,15.7026307582855
83,83,99,0.02999290637672,882,20.1378216743469
85,85,17,0.029995707795024,136,3.22215056419373
86,86,82,0.02990254946053,2499,56.4079279899597
87,87,87,0.029976703226566,5000,112.799197912216
88,88,88,0.029868077486754,5000,112.941091775894
89,89,88,0.029999984428287,1419,32.1442682743073
90,90,90,0.02994049154222,5000,112.882337093353
91,91,90,0.029879536479712,1036,23.7150685787201
92,92,90,0.029954897239804,955,21.9046957492828
93,93,93,0.029798820614815,5000,113.405990839005
95,95,95,0.029565796256065,5000,113.881338119507
97,97,97,0.02985654771328,5000,114.161566257477
98,98,97,0.029734330251813,434,10.1932818889618
99,99,97,0.030000006780028,299,7.02425765991211
100,100,100,0.029997771605849,5000,113.25177526474
101,101,101,0.029999991878867,5000,112.967343330383
102,102,102,0.029913768172264,5000,113.14986371994
103,103,397,0.02996014803648,178,4.21292805671692
104,104,298,0.02998024225235,1107,25.4870252609253
105,105,105,0.029963821172714,5000,113.707904577255
106,106,106,0.029999986290932,5000,112.843689918518
111,111,111,0.02999584004283,5000,113.951669216156
112,112,112,0.029955685138702,5000,113.791068315506
113,113,113,0.029973812401295,5000,113.179940462112
114,114,114,0.029999982565641,5000,113.985537290573
118,118,118,0.029894731938839,5000,114.108170747757
120,120,120,0.02994129434228,5000,112.75563621521
121,121,121,0.029799234122038,5000,112.890838623047
122,122,122,0.029797093942762,5000,112.536033391953
125,125,125,0.029361147433519,5000,112.9302546978
126,126,126,0.029889917001128,5000,112.827071428299
127,127,127,0.029984217137098,5000,113.235270500183
129,129,129,0.029979048296809,5000,113.458709955215
130,130,108,0.029968701303005,502,11.7653872966766
131,131,136,0.02992906793952,3449,78.6149139404297
132,132,129,0.030000016093254,62,1.63675236701965
134,134,134,0.029735401272774,5000,113.396169662476
135,135,135,0.029887922108173,5000,112.550085306168
137,137,136,0.029998317360878,82,2.07641816139221
138,138,138,0.029951620846987,5000,112.742111444473
139,139,139,0.029992638155818,5000,112.868750333786
140,140,140,0.029997494071722,5000,113.183513402939
141,141,141,0.029975662007928,5000,113.194281578064
142,142,129,0.029987329617143,1924,43.6467301845551
143,143,143,0.029997864738107,5000,112.875423908234
144,144,144,0.029863553121686,5000,112.891303062439
145,145,145,0.02999209612608,5000,112.925271034241
146,146,129,0.029932824894786,1786,40.5943846702576
147,147,147,0.029999991878867,5000,113.129132032394
148,148,148,0.029916279017925,5000,113.182549476624
149,149,149,0.029957409948111,5000,113.644400835037
150,150,150,0.029400672763586,5000,114.112994670868
151,151,151,0.029988205060363,5000,113.901360988617
152,152,152,0.029849030077458,5000,113.536634206772
153,153,203,0.029998660087586,158,3.82940554618835
154,154,283,0.029646012932062,208,4.97195625305176
155,155,155,0.029954263940454,5000,113.877470731735
156,156,156,0.029294958338142,5000,113.639861822128
157,157,157,0.029990049079061,5000,113.435714006424
158,158,253,0.029983153566718,203,4.79470491409302
159,159,243,0.029996261000633,97,2.45509147644043
160,160,160,0.029780384153128,5000,114.087787866592
161,161,161,0.029842674732208,5000,113.757015943527
162,162,166,0.029971513897181,1352,30.9787931442261
163,163,163,0.02974852733314,5000,114.126127719879
164,164,164,0.029990132898092,5000,113.554988384247
165,165,236,0.029832059517503,127,3.17296314239502
166,166,164,0.029971137642861,258,6.17175364494324
167,167,166,0.029993003234267,544,12.7273676395416
168,168,163,0.029908472672105,100,2.47543978691101
169,169,215,0.029854806140065,902,20.8248689174652
170,170,177,0.029987858608365,458,10.6791949272156
171,171,171,0.029969600960612,5000,114.51224064827
172,172,172,0.029998131096363,5000,114.745619297028
173,173,173,0.029879003763199,5000,114.09617805481
174,174,174,0.029998235404492,5000,114.553604841232
175,175,175,0.029995074495673,5000,114.744229078293
176,176,176,0.029971957206726,5000,114.706536769867
177,177,170,0.029809501022101,151,3.67250514030457
178,178,178,0.02982478775084,5000,114.727638483047
179,179,179,0.029917670413852,5000,114.242023706436
180,180,180,0.029912080615759,5000,114.199558496475
181,181,267,0.029978014528751,978,27.6499319076538
182,182,182,0.02981324121356,5000,113.053702831268
183,183,183,0.029715718701482,5000,113.301403522491
184,184,189,0.029922708868981,1634,37.5191073417664
185,185,193,0.02999416552484,145,3.49350523948669
186,186,186,0.029518518596888,5000,113.604175806046
187,187,187,0.029999975115061,5000,114.154852628708
188,188,196,0.029958110302687,1301,30.1015021800995
189,189,188,0.029932634904981,687,15.9359970092773
190,190,181,0.029997132718563,1496,34.4583005905151
191,191,191,0.029925391077995,5000,114.06773352623
192,192,252,0.029998579993844,312,7.38007473945618
193,193,193,0.029990060254932,5000,114.282688856125
194,194,201,0.029919603839517,1425,33.0335965156555
195,195,245,0.029880283400416,804,18.5140271186829
196,196,199,0.02991939149797,168,4.06927084922791
197,197,199,0.029857661575079,163,3.8903329372406
198,198,196,0.029961636289954,359,8.57257699966431
199,199,192,0.029916021972895,3998,90.8602423667908
200,200,196,0.02997786924243,130,3.2240777015686
202,202,184,0.029982229694724,2365,54.1021525859833
203,203,203,0.029580440372229,5000,114.267310380936
204,204,153,0.029982073232532,145,3.55554795265198
205,205,224,0.029169542714954,569,13.2856960296631
206,206,206,0.029994081705809,5000,114.221120834351
207,207,852,0.029995938763023,285,6.83662676811218
208,208,208,0.029897032305598,5000,114.451457262039
209,209,209,0.029955795034766,5000,114.90721988678
210,210,242,0.029970733448863,173,4.19201350212097
211,211,211,0.029998071491718,5000,115.381896734238
212,212,276,0.029996179044247,1898,43.9217824935913
213,213,215,0.029316676780582,3641,83.9216840267181
215,215,215,0.029935581609607,5000,115.121559143066
216,216,216,0.029963333159685,5000,115.079190015793
217,217,217,0.029999738559127,5000,115.507039785385
218,218,218,0.029853673651815,5000,115.61622428894
219,219,219,0.029993023723364,5000,115.416440963745
220,220,226,0.029984449967742,225,5.50981092453003
221,221,206,0.029400749132037,2921,68.0362734794617
222,222,222,0.02974296733737,5000,115.696911811829
223,223,224,0.029997879639268,233,5.66229057312012
224,224,223,0.029750982299447,1195,28.4020562171936
225,225,225,0.029591096565127,5000,116.343461513519
226,226,226,0.029946586117148,5000,116.016091346741
227,227,223,0.029925711452961,476,11.2593212127686
228,228,840,0.029813637956977,1562,36.3628795146942
229,229,190,0.029977722093463,356,8.59388041496277
230,230,230,0.029760852456093,5000,116.099797964096
231,231,231,0.029949150979519,5000,116.024126291275
232,232,157,0.029989724978805,41,1.17357158660889
233,233,260,0.029999995604158,307,7.42790985107422
234,234,234,0.029763415455818,5000,116.788575410843
235,235,224,0.029995551332831,543,12.798535823822
236,236,237,0.029999984428287,59,1.70269727706909
237,237,237,0.029942497611046,5000,115.735428571701
238,238,238,0.029532719403505,5000,116.528290987015
239,239,238,0.02985810674727,186,4.62778306007385
240,240,238,0.029998432844877,91,2.43690514564514
241,241,241,0.029977863654494,5000,116.242090463638
242,242,243,0.029898380860686,1000,23.5828185081482
243,243,163,0.029936674982309,2064,47.8556456565857
244,244,244,0.029710203409195,5000,116.691551923752
245,245,245,0.029885469004512,5000,116.376248836517
246,246,251,0.029995189979673,398,9.46060252189636
247,247,247,0.029882270842791,5000,115.490547418594
248,248,250,0.029965033754706,273,6.79845094680786
249,249,250,0.029771832749248,1461,34.0013856887817
250,250,248,0.029657732695341,350,8.51579928398132
251,251,246,0.029997903853655,248,5.90494871139526
253,253,253,0.029915295541287,5000,115.348954916
254,254,254,0.029781131073833,5000,116.262047290802
255,255,255,0.02998891659081,5000,116.472304344177
257,257,257,0.02998605184257,5000,116.213291406631
258,258,259,0.029999984428287,132,3.39073586463928
259,259,259,0.029970921576023,5000,115.560515403748
261,261,261,0.029998542740941,5000,116.286127567291
262,262,262,0.029961219057441,5000,116.802138566971
263,263,263,0.030000003054738,5000,116.165417671204
264,264,264,0.029721697792411,5000,116.347813844681
265,265,552,0.029979668557644,65,1.78825330734253
266,266,265,0.029894690960646,474,11.2242429256439
267,267,267,0.02998641692102,5000,116.269040107727
268,268,151,0.029901843518019,1948,45.6426131725311
269,269,271,0.029933337122202,213,5.30794835090637
270,270,279,0.029994513839483,151,3.8139762878418
271,271,271,0.029996538534761,5000,116.434738397598
272,272,280,0.029999952763319,509,12.1581559181213
273,273,273,0.029661033302546,5000,115.776544332504
275,275,275,0.029945340007544,5000,116.384494781494
276,276,275,0.029708072543144,373,9.19885778427124
277,277,278,0.029955245554447,322,7.79123735427856
278,278,278,0.029861174523831,5000,116.604364871979
279,279,279,0.029999991878867,5000,116.80633187294
280,280,84,0.029494021087885,2573,60.1702175140381
281,281,282,0.029976336285472,212,5.25051879882813
282,282,281,0.029989209026098,195,4.84522414207459
283,283,283,0.029814613983035,5000,116.493574619293
284,284,284,0.029862279072404,5000,116.66029715538
285,285,281,0.029974294826388,158,3.97697329521179
286,286,263,0.029695019125939,1221,28.6703479290009
287,287,281,0.029987500980497,404,9.79554224014282
288,288,288,0.029858885332942,5000,116.605928897858
289,289,287,0.029999982565641,78,2.0896954536438
291,291,291,0.029972042888403,5000,117.333345651627
292,292,309,0.029927778989077,243,6.07603025436401
293,293,293,0.029873276129365,5000,117.201301574707
295,295,223,0.029940541833639,143,3.66091442108154
296,296,207,0.029999677091837,116,3.04763388633728
297,297,224,0.030000016093254,443,10.7312612533569
298,298,335,0.029831100255251,3153,74.7118737697601
299,299,334,0.029971037060022,45,1.33211803436279
301,301,301,0.029819268733263,5000,150.048644304276
302,302,300,0.029920751228929,554,13.2273046970367
303,303,303,0.029922641813755,5000,118.070316314697
304,304,304,0.029816141352058,5000,117.190800189972
305,305,305,0.029895437881351,5000,117.945293903351
306,306,300,0.029999256134033,868,20.5931627750397
308,308,308,0.029926376417279,5000,117.327462434769
309,309,309,0.029747635126114,5000,117.494377851486
310,310,310,0.029997728765011,5000,117.401957273483
312,312,311,0.029417827725411,573,13.7036950588226
313,313,456,0.030000001192093,550,13.1285064220428
314,314,124,0.029998714104295,221,5.5037317276001
319,319,319,0.029999146237969,5000,117.040368318558
320,320,320,0.029539996758103,5000,117.156335115433
322,322,390,0.029986303299666,1953,45.7283406257629
323,323,323,0.02994092926383,5000,116.232325077057
324,324,324,0.029860923066735,5000,116.963393449783
327,327,870,0.029285456985235,3444,81.921585559845
328,328,328,0.029944838955999,5000,118.479996204376
329,329,393,0.029938297346234,676,16.3853597640991
330,330,331,0.029999999329448,604,14.5247869491577
331,331,331,0.029983974993229,5000,117.674382209778
332,332,971,0.029999980702996,255,6.32715368270874
333,333,333,0.029948553070426,5000,117.788239240646
334,334,334,0.029976937919855,5000,117.931731462479
335,335,335,0.029941286891699,5000,118.085638046265
336,336,358,0.029995312914252,385,9.80967402458191
337,337,97,0.029999993741512,482,11.7833225727081
338,338,333,0.029932228848338,301,7.4222629070282
339,339,339,0.029995670542121,5000,118.744512796402
341,341,344,0.029987713322044,566,13.6648902893066
343,343,342,0.029999986290932,456,11.2475771903992
344,344,391,0.029994245618582,141,3.68960547447205
345,345,347,0.029861055314541,142,3.79525208473206
346,346,346,0.029982451349497,5000,118.425997495651
347,347,346,0.029996765777469,2607,61.8941085338593
349,349,349,0.029954575002194,5000,118.3492000103
350,350,350,0.029891693964601,5000,118.299695253372
351,351,352,0.029999079182744,3244,76.8013157844544
352,352,352,0.029954293742776,5000,119.289613723755
353,353,353,0.029913619160652,5000,120.359925031662
354,354,971,0.029988961294293,372,9.29552340507507
355,355,332,0.029662504792214,2181,52.2302408218384
356,356,274,0.030000016093254,178,4.55191946029663
357,357,377,0.029993321746588,62,1.75849103927612
358,358,359,0.029993260279298,124,3.27681398391724
359,359,359,0.029978318139911,5000,119.511878252029
360,360,360,0.029976593330503,5000,119.557317018509
361,361,361,0.029892085120082,5000,117.862252950668
362,362,362,0.029999956488609,5000,118.582220315933
363,363,363,0.029838798567653,5000,119.38287115097
366,366,373,0.029984930530191,131,3.57453012466431
367,367,367,0.029923090711236,5000,120.950287103653
368,368,299,0.029965152963996,1120,27.3262231349945
369,369,369,0.029789967462421,5000,120.505935668945
370,370,373,0.029702197760344,724,17.7322778701782
371,371,376,0.029979005455971,500,12.7012012004852
372,372,372,0.029719281941652,5000,120.58197927475
373,373,372,0.029991060495377,278,7.07753396034241
374,374,373,0.028286969289184,1484,35.9556617736816
375,375,448,0.029996918514371,141,3.76572823524475
376,376,376,0.029941288754344,5000,120.456565856934
377,377,364,0.029663357883692,181,4.7075788974762
378,378,377,0.029941264539957,592,14.7147135734558
379,379,381,0.029838955029845,1147,28.0034267902374
381,381,373,0.029340218752623,2118,51.2593719959259
382,382,382,0.029805889353156,5000,120.035233020782
383,383,377,0.029999332502484,221,5.74387049674988
384,384,105,0.029353903606534,3378,81.5691115856171
385,385,386,0.029888730496168,634,15.6256282329559
386,386,385,0.029817881062627,258,6.72117853164673
387,387,387,0.029833000153303,5000,120.04879784584
389,389,389,0.029866235330701,5000,120.190559148788
391,391,389,0.029999997466803,2742,66.2187604904175
392,392,392,0.029883682727814,5000,120.179862260818
393,393,393,0.029969749972224,5000,120.165271759033
394,394,391,0.029998987913132,664,16.2425072193146
399,399,399,0.029999773949385,5000,119.057530403137
400,400,501,0.029891472309828,326,8.16745543479919
402,402,546,0.029959725216031,746,18.1327764987946
404,404,895,0.029992926865816,716,17.5872569084167
405,405,405,0.029998227953911,5000,119.076467037201
406,406,887,0.030000003054738,1973,47.4813969135284
407,407,407,0.029991764575243,5000,119.092381954193
408,408,971,0.029912907630205,3327,79.305596113205
409,409,409,0.029999988153577,5000,118.831027507782
410,410,617,0.029775148257613,3453,82.5188066959381
411,411,443,0.029978696256876,300,7.61260843276978
412,412,412,0.029994923621416,5000,118.884524345398
413,413,652,0.029938463121653,31,1.03101491928101
414,414,414,0.02999996766448,5000,118.476996660233
415,415,415,0.029909333214164,5000,118.9847240448
416,416,602,0.029996320605278,186,4.78009653091431
417,417,701,0.02985810674727,678,16.5950531959534
418,418,563,0.029927473515272,2833,67.5305106639862
419,419,700,0.029877003282309,634,15.6142513751984
420,420,420,0.029999079182744,5000,118.979921579361
421,421,421,0.029812142252922,5000,119.298799037933
422,422,422,0.029958685860038,5000,119.291347980499
424,424,585,0.029999999329448,129,3.7482762336731
425,425,971,0.029999991878867,321,8.17151165008545
426,426,635,0.030000003054738,294,7.51726770401001
428,428,428,0.029814722016454,5000,118.887392044067
429,429,429,0.029925227165222,5000,121.004402399063
430,430,430,0.029912749305368,5000,120.182031393051
431,431,516,0.029932081699371,292,7.61023712158203
433,433,445,0.029627123847604,2654,63.9696850776672
434,434,452,0.029998049139977,365,9.35913777351379
435,435,876,0.029999870806933,770,18.8419647216797
436,436,436,0.029862238094211,5000,121.42827630043
437,437,437,0.02932127006352,5000,119.945985078812
438,438,647,0.029996870085597,321,8.34499335289001
439,439,439,0.029766952618957,5000,121.380653142929
441,441,969,0.029937302693725,334,8.5519654750824
442,442,920,0.029999997466803,3001,73.1800599098206
443,443,443,0.029645014554262,5000,120.463644504547
445,445,445,0.029962534084916,5000,122.499442338943
446,446,920,0.02979002520442,511,12.9047949314117
447,447,570,0.029922001063824,272,7.02037477493286
448,448,448,0.02995995618403,5000,123.047169923782
449,449,449,0.02999278344214,5000,121.175179719925
450,450,405,0.029998555779457,337,8.69761919975281
451,451,451,0.029946826398373,5000,159.689240217209
452,452,845,0.029657287523151,369,9.83952832221985
453,453,453,0.029919028282166,5000,120.784292697907
456,456,645,0.029993051663041,1032,25.6431446075439
457,457,457,0.029974235221744,5000,120.990204572678
458,458,458,0.029987500980497,5000,120.714591026306
459,459,459,0.029905505478382,5000,119.881821155548
460,460,460,0.02998042665422,5000,120.194532394409
461,461,461,0.030000006780028,5000,120.714150428772
462,462,462,0.029793793335557,5000,120.413055896759
